carat	cut	color	clarity	depth	table	x	y	z
0.32	Ideal	E	VVS2	61.5	57.0	4.4	4.41	2.71
2.01	Fair	J	SI1	64.4	61.0	7.74	7.78	5.0
1.01	Ideal	D	VVS2	60.6	56.0	6.53	6.48	3.94
0.43	Premium	F	SI1	62.6	58.0	4.77	4.81	3.0
0.9	Premium	H	VS2	62.3	58.0	6.18	6.09	3.82
0.56	Very Good	F	VS1	61.2	58.0	5.32	5.33	3.26
1.0	Very Good	H	VS2	64.7	56.0	6.23	6.29	4.05
0.32	Premium	E	SI2	61.2	58.0	4.44	4.39	2.7
0.53	Ideal	G	VVS2	61.0	56.0	5.21	5.25	3.19
0.41	Premium	H	SI1	60.9	60.0	4.79	4.83	2.93
1.0	Good	E	SI1	63.9	57.0	6.31	6.34	4.04
0.55	Ideal	G	VVS1	60.0	56.0	5.35	5.39	3.21
2.13	Premium	I	SI1	62.5	60.0	8.18	8.13	5.1
1.24	Premium	G	VS1	62.0	59.0	6.92	6.88	4.28
0.31	Ideal	I	VS1	61.9	53.9	4.35	4.38	2.7
1.28	Premium	H	SI2	61.9	56.0	7.02	6.94	4.32
2.18	Ideal	I	SI2	62.5	55.0	8.34	8.31	5.2
0.3	Premium	D	SI2	62.3	58.0	4.29	4.32	2.68
1.16	Premium	F	SI2	62.1	59.0	6.71	6.76	4.18
0.92	Very Good	D	SI2	63.3	59.0	6.18	6.12	3.89
0.41	Ideal	J	VS2	61.8	55.0	4.78	4.81	2.96
2.04	Premium	J	VS2	61.4	59.0	8.04	8.14	4.97
1.5	Premium	I	SI2	62.8	57.0	7.34	7.25	4.58
1.21	Ideal	H	VS2	62.6	54.8	6.78	6.84	4.26
0.54	Premium	H	VVS1	62.0	57.0	5.25	5.2	3.24
0.69	Good	F	SI1	58.4	61.7	5.75	5.82	3.38
0.39	Very Good	E	VS1	62.5	58.0	4.67	4.7	2.93
1.64	Ideal	I	VS1	60.5	57.0	7.68	7.62	4.64
0.4	Good	F	VVS2	62.2	63.0	4.66	4.69	2.91
1.01	Fair	G	VS2	64.4	58.0	6.25	6.18	4.0
1.0	Good	E	SI1	61.6	62.0	6.35	6.42	3.93
1.21	Premium	J	VS2	62.4	58.0	6.83	6.79	4.25
0.71	Very Good	F	VS1	62.8	56.0	5.69	5.72	3.58
0.41	Premium	E	SI1	62.4	58.0	4.75	4.77	2.97
0.7	Fair	H	SI1	65.0	59.0	5.54	5.5	3.59
1.1	Ideal	I	SI2	61.7	56.0	6.65	6.6	4.09
0.55	Ideal	I	VS2	61.6	55.0	5.27	5.29	3.25
1.0	Premium	H	SI1	59.0	60.0	6.52	6.56	3.86
2.24	Premium	I	SI2	62.5	59.0	8.36	8.28	5.2
0.33	Ideal	D	SI1	62.4	54.0	4.44	4.41	2.76
1.74	Good	H	SI1	60.6	62.0	7.74	7.8	4.71
0.25	Very Good	F	VVS2	59.4	57.0	4.1	4.12	2.44
0.5	Premium	G	VVS2	62.1	61.0	5.1	5.07	3.16
0.43	Ideal	G	VVS1	62.0	55.0	4.82	4.85	3.0
0.31	Premium	D	SI2	62.9	59.0	4.31	4.28	2.7
0.5	Good	E	VS2	63.3	64.0	4.98	5.0	3.16
0.91	Premium	H	VVS1	62.5	59.0	6.16	6.19	3.86
1.02	Ideal	D	VVS2	62.2	59.0	6.41	6.46	4.0
0.53	Ideal	F	VS1	60.4	57.0	5.25	5.22	3.16
0.3	Ideal	G	VVS2	62.2	55.0	4.29	4.33	2.68
0.39	Ideal	F	VVS1	62.1	55.0	4.69	4.71	2.92
0.58	Ideal	E	VS2	61.9	57.0	5.33	5.37	3.31
0.53	Ideal	G	VS2	60.1	54.0	5.31	5.3	3.19
0.91	Very Good	F	SI1	60.4	59.0	6.22	6.26	3.77
0.3	Ideal	F	VS1	61.5	55.0	4.31	4.34	2.66
0.72	Ideal	G	VS2	61.0	55.0	5.81	5.83	3.55
0.51	Ideal	H	VS1	62.0	56.0	5.14	5.17	3.2
1.04	Very Good	G	IF	60.7	58.0	6.52	6.65	4.0
1.28	Ideal	H	SI2	62.8	57.0	6.92	6.87	4.33
1.05	Ideal	G	VS2	61.6	59.0	6.51	6.54	4.02
0.29	Very Good	D	VVS2	62.9	58.0	4.2	4.29	2.67
0.5	Fair	D	VVS2	67.6	57.0	4.95	4.84	3.31
1.11	Ideal	J	SI1	62.4	57.0	6.57	6.6	4.11
0.49	Premium	H	SI2	59.9	59.0	5.17	5.12	3.08
0.62	Ideal	E	VS2	62.0	54.5	5.46	5.48	3.39
0.32	Ideal	G	VS1	62.5	57.0	4.37	4.34	2.72
0.4	Ideal	G	SI2	60.6	56.0	4.82	4.76	2.91
0.96	Ideal	F	VS1	61.2	56.0	6.34	6.38	3.89
0.72	Premium	F	VS2	62.0	56.0	5.78	5.68	3.55
0.43	Good	D	SI2	63.3	57.0	4.79	4.82	3.04
2.52	Fair	G	I1	66.9	57.0	8.39	8.33	5.6
0.31	Very Good	G	VVS1	62.8	53.0	4.34	4.36	2.73
1.0	Premium	E	VS2	60.0	60.0	6.43	6.43	3.89
0.5	Ideal	G	VVS1	62.2	56.0	5.1	5.12	3.18
0.38	Premium	H	SI1	61.2	62.0	4.66	4.62	2.84
0.7	Very Good	E	VS2	62.9	57.0	5.66	5.69	3.57
0.26	Very Good	F	VVS1	62.0	59.0	4.08	4.15	2.55
1.0	Premium	E	SI2	61.1	58.0	6.44	6.48	3.95
0.31	Premium	G	VS1	59.6	61.0	4.38	4.35	2.6
0.7	Ideal	D	SI1	62.0	54.0	5.73	5.76	3.56
0.71	Very Good	J	SI2	60.9	55.0	5.76	5.87	3.54
1.02	Very Good	H	VS2	63.3	55.0	6.4	6.33	4.03
1.02	Very Good	H	SI1	61.2	57.0	6.47	6.53	3.98
0.9	Premium	H	SI2	59.5	60.0	6.32	6.29	3.75
0.9	Ideal	E	SI2	62.7	54.0	6.13	6.21	3.87
1.02	Ideal	G	VS1	61.3	56.0	6.49	6.53	3.99
1.05	Ideal	F	VVS1	61.4	57.0	6.51	6.53	4.0
0.73	Premium	E	SI2	60.8	60.0	5.87	5.78	3.54
0.25	Very Good	F	VVS2	60.1	57.0	4.1	4.13	2.47
1.11	Good	D	SI1	57.8	61.0	6.83	6.78	3.93
0.7	Very Good	H	VS2	61.8	58.0	5.66	5.73	3.52
0.33	Ideal	G	VVS1	62.4	56.0	4.41	4.45	2.76
0.5	Very Good	E	SI1	60.7	61.0	5.09	5.12	3.1
0.59	Ideal	I	VVS1	61.0	55.0	5.43	5.48	3.33
0.31	Good	E	VVS1	59.0	59.0	4.4	4.42	2.6
0.53	Very Good	E	SI2	63.0	57.0	5.13	5.16	3.24
0.3	Very Good	D	SI1	61.0	61.0	4.27	4.29	2.61
0.71	Very Good	E	VS2	63.2	57.0	5.66	5.63	3.56
1.0	Ideal	E	SI1	61.7	57.0	6.39	6.42	3.95
0.8	Good	E	SI2	57.7	65.0	6.13	6.08	3.52
0.54	Ideal	F	VS2	61.4	57.0	5.25	5.2	3.21
0.3	Very Good	F	SI1	62.9	57.0	4.25	4.27	2.68
0.95	Ideal	H	SI1	61.9	56.0	6.31	6.35	3.92
0.56	Ideal	I	VVS1	61.1	55.0	5.35	5.33	3.26
1.51	Premium	I	SI2	61.3	55.0	7.41	7.36	4.53
1.11	Fair	J	SI2	64.8	55.1	6.44	6.55	4.21
0.32	Premium	G	VS2	60.1	61.0	4.44	4.41	2.66
0.6	Ideal	E	VS1	62.2	56.0	5.36	5.44	3.36
0.9	Premium	D	VS2	62.6	59.0	6.17	6.14	3.85
1.01	Very Good	G	SI1	62.4	60.0	6.34	6.39	3.97
0.9	Ideal	H	SI1	61.6	56.0	6.17	6.23	3.82
1.01	Very Good	E	VS2	58.1	60.0	6.51	6.58	3.8
0.52	Ideal	I	VS2	61.9	55.0	5.19	5.21	3.22
0.5	Very Good	H	SI1	60.9	61.0	5.06	5.15	3.11
0.54	Ideal	H	VS1	61.5	56.0	5.24	5.23	3.22
1.31	Premium	I	VS1	61.9	56.0	7.07	6.98	4.35
0.37	Ideal	I	VVS2	61.9	54.0	4.62	4.66	2.87
0.56	Ideal	E	VS2	61.5	57.0	5.27	5.3	3.25
1.0	Premium	E	I1	60.9	61.0	6.41	6.37	3.89
0.56	Premium	I	VVS1	62.4	56.0	5.28	5.24	3.28
0.32	Premium	G	VS1	60.6	60.0	4.4	4.44	2.68
0.63	Fair	H	SI2	64.7	61.0	5.33	5.27	3.43
0.39	Ideal	F	SI1	61.3	56.0	4.73	4.77	2.91
1.52	Ideal	I	VS1	61.4	57.0	7.42	7.38	4.54
0.9	Very Good	F	SI1	63.0	60.0	6.09	6.13	3.85
0.3	Premium	J	VS1	62.6	60.0	4.22	4.28	2.66
1.06	Premium	I	SI1	61.9	57.0	6.61	6.51	4.06
0.32	Premium	I	SI1	62.7	58.0	4.37	4.34	2.73
0.41	Premium	E	SI2	62.8	58.0	4.73	4.69	2.96
0.41	Ideal	F	VVS2	61.0	56.0	4.82	4.78	2.93
1.5	Very Good	G	VS2	63.5	54.0	7.26	7.22	4.6
0.59	Premium	G	VS1	62.5	53.0	5.46	5.35	3.38
0.7	Premium	F	SI1	62.2	59.0	5.73	5.69	3.55
2.0	Good	H	VS2	63.8	59.0	7.88	8.01	5.07
0.3	Very Good	G	VVS2	62.7	56.0	4.24	4.31	2.68
1.55	Ideal	I	SI2	60.7	60.0	7.49	7.46	4.54
1.08	Ideal	G	VS2	61.3	56.0	6.62	6.59	4.05
0.39	Good	F	SI1	63.3	54.0	4.62	4.67	2.94
1.37	Premium	H	VS2	60.9	59.0	7.22	7.17	4.38
1.5	Good	E	SI2	64.5	58.0	7.06	7.11	4.57
0.99	Fair	J	SI1	58.0	67.0	6.57	6.5	3.79
1.13	Ideal	E	SI1	62.2	55.0	6.66	6.69	4.15
0.23	Very Good	E	VVS2	62.6	59.0	3.93	3.96	2.47
0.84	Fair	D	SI2	64.5	60.0	5.92	5.84	3.79
0.6	Ideal	I	SI1	60.7	58.0	5.43	5.45	3.3
0.39	Good	F	VS2	63.3	55.0	4.63	4.66	2.94
0.41	Ideal	E	VS1	61.2	56.0	4.82	4.89	2.97
0.31	Very Good	F	VS2	61.4	62.0	4.32	4.34	2.66
0.33	Ideal	G	VVS2	61.5	56.0	4.45	4.49	2.75
0.8	Ideal	H	VS1	63.1	58.0	5.89	5.96	3.74
0.42	Ideal	H	VS1	61.8	55.0	4.82	4.85	2.99
0.32	Ideal	E	VS2	61.5	55.0	4.38	4.43	2.71
1.01	Ideal	G	VVS2	61.6	54.0	6.51	6.55	4.02
0.38	Ideal	D	VS1	62.0	55.0	4.64	4.68	2.89
1.0	Fair	G	VS2	64.5	58.0	6.26	6.2	4.02
0.51	Ideal	G	VS2	62.7	57.0	5.12	5.05	3.19
1.03	Ideal	G	VS2	59.6	57.0	6.65	6.6	3.95
0.5	Ideal	H	VS2	62.3	54.0	5.11	5.13	3.19
1.03	Ideal	G	SI2	60.4	56.0	6.56	6.53	3.95
0.63	Premium	E	SI1	58.8	59.0	5.68	5.62	3.32
0.8	Premium	E	SI2	59.9	58.0	6.03	5.96	3.59
0.48	Good	G	VS1	58.2	59.2	5.09	5.14	2.98
0.34	Premium	H	VS1	62.1	58.0	4.46	4.49	2.78
0.31	Premium	F	IF	61.9	58.0	4.36	4.39	2.71
0.5	Very Good	E	SI2	61.4	58.0	5.09	5.11	3.13
0.57	Ideal	E	VS2	61.5	57.0	5.35	5.32	3.28
2.02	Very Good	G	SI2	63.3	57.0	8.03	7.96	5.06
2.04	Premium	F	SI2	60.2	58.0	8.24	8.17	4.94
0.33	Ideal	G	VVS2	61.5	55.0	4.47	4.51	2.76
1.01	Ideal	H	SI2	61.1	56.0	6.44	6.48	3.95
1.57	Ideal	F	SI1	61.1	55.0	7.55	7.53	4.61
1.51	Very Good	I	SI2	63.5	60.0	7.28	7.21	4.6
0.31	Good	E	SI1	63.1	55.0	4.33	4.36	2.74
0.5	Good	D	SI1	57.2	60.0	5.25	5.2	2.99
0.73	Ideal	G	VS2	60.2	55.0	5.85	5.9	3.54
1.02	Very Good	E	VS2	62.5	57.0	6.36	6.41	3.99
0.3	Ideal	H	VVS2	61.7	54.0	4.34	4.31	2.67
0.71	Premium	G	VS1	62.2	59.0	5.73	5.66	3.54
0.33	Very Good	I	SI1	63.2	58.0	4.38	4.36	2.76
0.5	Good	E	SI2	63.2	61.0	5.02	5.05	3.18
0.51	Premium	G	VVS2	60.9	61.0	5.17	5.11	3.13
0.53	Ideal	G	IF	62.1	57.0	5.16	5.21	3.22
1.0	Good	I	VVS1	56.5	62.0	6.58	6.55	3.71
0.51	Ideal	G	VS1	61.7	56.0	5.1	5.2	3.18
0.32	Premium	E	VVS2	59.9	58.0	4.5	4.45	2.68
0.31	Premium	G	IF	61.0	59.0	4.36	4.33	2.65
1.01	Ideal	E	SI1	62.0	57.0	6.38	6.45	3.98
0.31	Ideal	E	VVS2	61.8	58.0	4.3	4.34	2.67
1.05	Ideal	D	SI2	61.9	56.0	6.5	6.53	4.03
1.05	Good	G	SI2	63.2	54.0	6.49	6.52	4.11
0.35	Ideal	H	VS1	61.8	57.0	4.53	4.56	2.81
0.78	Premium	F	SI1	60.8	60.0	5.97	5.94	3.62
0.53	Very Good	F	SI2	60.5	60.0	5.19	5.23	3.15
0.81	Very Good	G	SI1	60.7	56.0	6.06	6.09	3.69
1.0	Fair	E	SI1	65.1	61.0	6.15	6.08	3.98
0.41	Ideal	D	SI1	62.3	55.0	4.79	4.77	2.98
1.24	Ideal	J	VS2	61.8	58.0	6.88	6.84	4.24
0.31	Good	H	VS2	63.2	57.0	4.32	4.35	2.74
0.58	Ideal	I	SI2	61.3	56.0	5.38	5.45	3.32
0.73	Ideal	D	VVS2	61.3	56.0	5.79	5.82	3.56
1.3	Premium	F	VS2	60.4	59.0	7.06	7.12	4.28
1.01	Premium	H	SI1	62.8	58.0	6.43	6.34	4.01
0.36	Very Good	E	SI1	59.9	60.0	4.59	4.62	2.76
0.7	Good	E	VVS2	60.1	63.0	5.68	5.71	3.42
0.41	Good	I	SI2	63.5	57.0	4.7	4.72	2.99
1.41	Ideal	H	VS1	60.7	56.0	7.31	7.22	1.41
1.03	Very Good	G	SI2	63.1	58.0	6.41	6.37	4.03
0.31	Ideal	D	VS2	60.2	56.0	4.46	4.41	2.67
1.2	Very Good	D	SI1	60.7	58.0	6.81	6.86	4.15
1.57	Ideal	I	VS2	62.8	57.0	7.46	7.37	4.66
1.05	Ideal	G	VS1	62.0	56.0	6.47	6.53	4.03
1.02	Premium	I	SI1	62.7	55.0	6.48	6.41	4.04
0.51	Good	D	SI2	63.9	55.0	5.04	5.1	3.24
0.46	Ideal	F	SI1	61.6	54.0	4.97	5.0	3.07
0.76	Ideal	D	VS2	61.2	57.0	5.91	5.89	3.61
0.99	Ideal	F	SI1	62.1	58.0	6.33	6.4	3.95
1.23	Ideal	I	SI1	62.0	57.0	6.91	6.87	4.27
1.52	Premium	E	SI2	62.9	59.0	7.31	7.26	4.58
0.71	Premium	I	VS2	62.8	59.0	5.67	5.64	3.55
0.3	Premium	I	VVS1	61.1	59.0	4.31	4.33	2.64
2.0	Fair	G	VS2	67.6	58.0	7.65	7.61	5.16
1.51	Ideal	E	VS1	62.2	57.0	7.37	7.32	4.57
0.3	Ideal	E	VVS2	61.4	55.0	4.33	4.36	2.67
0.72	Very Good	E	SI2	59.9	57.0	5.85	5.9	3.52
0.9	Very Good	G	VS2	63.3	54.0	6.19	6.11	3.89
0.38	Premium	D	SI1	62.2	58.0	4.63	4.57	2.86
1.06	Premium	G	SI1	59.6	58.0	6.73	6.67	3.99
1.51	Very Good	G	VS2	58.7	63.0	7.45	7.4	4.36
0.53	Ideal	J	VS1	61.4	55.2	5.2	5.22	3.2
1.57	Ideal	I	SI1	61.7	56.0	7.45	7.48	4.61
0.5	Premium	G	VVS2	61.6	60.0	5.1	5.13	3.15
0.77	Premium	J	VS1	62.2	61.0	5.85	5.82	3.63
0.43	Ideal	I	IF	62.0	55.0	4.83	4.85	3.0
0.9	Premium	G	VS1	62.7	60.0	6.13	6.06	3.82
1.01	Premium	J	SI2	62.5	62.0	6.41	6.36	3.99
0.32	Very Good	I	VVS1	63.0	58.0	4.32	4.38	2.74
0.9	Very Good	I	VS2	61.4	58.0	6.16	6.26	3.81
1.5	Good	G	IF	59.9	59.0	7.39	7.46	4.45
0.8	Ideal	I	VS2	62.1	54.4	5.94	5.99	3.7
1.01	Premium	F	SI1	63.0	58.0	6.33	6.29	3.98
1.26	Ideal	G	VS2	60.8	55.0	7.02	7.04	4.28
1.25	Premium	H	VS2	60.4	59.0	6.92	6.96	4.19
1.0	Ideal	H	VVS1	61.5	59.0	6.37	6.41	3.93
0.3	Good	J	SI1	63.4	54.0	4.23	4.29	2.7
0.75	Fair	F	SI2	65.1	57.0	5.7	5.66	3.7
0.71	Ideal	H	VVS2	61.9	56.0	5.72	5.76	3.55
0.23	Ideal	I	VVS1	63.0	56.0	3.94	3.9	2.47
0.39	Ideal	G	SI1	61.0	55.0	4.75	4.82	2.92
0.39	Ideal	D	VS1	62.0	57.0	4.71	4.67	2.91
0.5	Premium	E	SI1	62.4	60.0	4.98	4.96	3.1
0.41	Ideal	D	VVS2	62.3	55.0	4.77	4.76	2.97
0.68	Premium	G	VS2	61.6	59.0	5.65	5.64	3.48
1.02	Very Good	H	SI2	63.5	60.0	6.33	6.24	3.99
0.31	Very Good	F	VS2	62.9	59.0	4.27	4.32	2.7
0.3	Premium	H	VS2	62.2	59.0	4.28	4.31	2.67
1.27	Ideal	J	VS2	61.8	54.0	6.95	6.98	4.31
1.21	Premium	E	SI1	62.6	58.0	6.79	6.82	4.26
1.1	Very Good	G	IF	59.8	56.0	6.75	6.82	4.06
2.5	Very Good	J	SI1	62.8	57.0	8.58	8.65	5.41
1.54	Ideal	H	VVS2	62.6	56.0	7.35	7.42	4.62
0.94	Very Good	D	SI1	58.4	58.0	6.41	6.51	3.77
1.13	Ideal	I	SI2	61.4	56.0	6.69	6.71	4.12
0.53	Ideal	F	VS1	61.5	56.0	5.26	5.22	3.22
2.07	Ideal	I	SI1	61.2	57.0	8.12	8.23	5.0
0.46	Ideal	D	VS2	62.7	57.0	4.93	4.89	3.08
3.01	Premium	G	SI2	59.8	58.0	9.44	9.37	5.62
0.38	Ideal	I	SI1	61.5	56.0	4.67	4.7	2.88
0.85	Fair	H	I1	61.0	61.0	6.2	6.0	3.73
2.07	Premium	H	SI2	59.6	60.0	8.3	8.24	4.93
0.32	Ideal	E	VS2	62.1	56.0	4.43	4.4	2.74
0.42	Ideal	G	VVS1	62.0	56.0	4.81	4.84	2.99
1.01	Ideal	F	SI2	62.5	55.0	6.4	6.39	4.0
1.03	Very Good	G	I1	62.4	57.0	6.41	6.45	4.01
0.31	Premium	F	SI1	60.7	58.0	4.38	4.35	2.65
0.51	Very Good	D	SI1	62.3	63.0	5.08	5.03	3.15
1.23	Premium	I	VS2	61.7	58.0	6.87	6.85	4.23
1.0	Ideal	G	VS2	62.3	56.0	6.37	6.41	3.98
0.73	Premium	G	VS2	60.3	57.0	5.88	5.82	3.53
0.73	Premium	F	SI1	61.9	60.0	5.78	5.81	3.59
0.32	Ideal	H	VS2	61.5	55.0	4.41	4.44	2.72
1.14	Very Good	E	SI2	60.0	54.0	6.74	6.97	4.11
0.7	Very Good	E	SI1	61.7	62.0	5.64	5.68	3.49
0.51	Ideal	G	VVS1	61.4	56.0	5.14	5.15	3.16
0.39	Premium	G	SI1	61.4	56.0	4.75	4.7	2.9
0.3	Very Good	D	VS2	60.3	60.0	4.28	4.31	2.59
2.21	Very Good	J	SI2	60.6	62.0	8.37	8.45	5.1
1.23	Premium	G	VS2	61.6	58.0	6.91	6.85	4.24
0.37	Ideal	G	VS2	61.4	56.0	4.63	4.65	2.85
0.71	Premium	G	VS2	63.0	54.0	5.69	5.64	3.57
0.43	Ideal	E	SI1	61.5	56.0	4.9	4.85	3.0
0.37	Premium	H	VS2	59.5	61.0	4.67	4.64	2.77
0.42	Premium	G	VS2	60.6	59.0	4.78	4.85	2.92
0.73	Premium	E	VS2	58.6	60.0	5.92	5.89	3.46
0.41	Very Good	G	SI1	60.4	58.0	4.77	4.84	2.9
0.31	Ideal	E	SI1	61.5	55.0	4.37	4.41	2.7
0.59	Ideal	D	IF	60.9	60.0	5.41	5.39	3.29
2.06	Very Good	J	VS2	61.8	59.0	8.14	8.2	5.05
1.43	Ideal	H	VVS2	61.6	54.0	7.25	7.29	4.48
1.25	Ideal	G	SI2	61.6	57.0	6.91	6.98	4.28
1.52	Premium	F	VS2	60.9	61.0	7.46	7.28	4.49
0.59	Very Good	D	SI1	62.3	54.0	5.38	5.41	3.36
0.42	Ideal	G	VS1	61.8	57.0	4.79	4.82	2.97
0.33	Ideal	G	VS2	61.2	55.0	4.46	4.49	2.74
0.24	Very Good	G	VVS2	62.0	56.0	3.99	4.03	2.48
0.3	Very Good	E	VVS1	62.1	57.0	4.27	4.3	2.66
0.31	Ideal	G	VVS1	62.8	57.0	4.33	4.3	2.71
1.01	Premium	H	VS2	61.6	59.0	6.41	6.39	3.94
0.9	Premium	F	SI1	63.0	60.0	6.13	6.09	3.85
0.3	Good	G	VVS2	63.6	57.0	4.3	4.26	2.72
2.01	Very Good	I	VS1	62.8	59.0	8.02	8.07	5.05
1.06	Premium	E	VS2	62.3	58.0	6.52	6.49	4.05
0.36	Ideal	H	SI1	62.3	57.0	4.58	4.54	2.84
0.33	Ideal	E	VS2	60.3	57.0	4.54	4.51	2.73
1.51	Premium	J	SI2	59.7	62.0	7.46	7.42	4.44
1.41	Premium	H	VS2	61.2	60.0	7.17	7.21	4.4
0.44	Premium	G	SI1	61.1	59.0	4.86	4.9	2.98
0.51	Ideal	I	VS1	62.0	57.0	5.1	5.13	3.17
0.34	Ideal	E	VS1	61.2	57.0	4.45	4.51	2.74
1.0	Fair	G	VS2	44.0	53.0	6.31	6.24	4.12
1.12	Premium	G	VS2	60.7	53.0	6.81	6.7	4.1
0.39	Ideal	H	SI1	61.5	56.0	4.69	4.71	2.89
0.63	Ideal	E	VS2	61.5	56.0	5.48	5.54	3.39
0.34	Very Good	E	SI1	62.9	56.0	4.45	4.48	2.81
2.02	Ideal	H	SI1	62.3	56.0	8.11	8.06	5.04
0.24	Ideal	G	VS1	61.8	56.0	3.99	4.04	2.48
0.7	Ideal	F	VS2	61.4	58.0	5.7	5.73	3.51
0.3	Ideal	F	VVS1	61.8	54.0	4.34	4.36	2.69
2.47	Ideal	J	SI2	62.1	57.0	8.64	8.57	5.34
0.77	Ideal	F	SI1	61.5	55.0	5.88	5.92	3.63
1.02	Very Good	E	VS1	58.9	59.0	6.52	6.65	3.88
0.5	Good	G	VS1	59.8	63.0	5.12	5.15	3.07
1.33	Very Good	F	SI1	63.3	56.0	6.91	6.95	4.39
0.35	Ideal	E	VS1	61.3	55.0	4.58	4.55	2.8
1.11	Very Good	I	SI2	62.5	58.0	6.59	6.65	4.14
0.7	Ideal	F	SI2	62.1	57.0	5.65	5.69	3.52
0.7	Good	E	SI2	61.0	64.0	5.63	5.69	3.45
0.41	Premium	E	SI2	62.1	58.0	4.73	4.77	2.95
0.33	Ideal	E	VVS2	61.9	57.0	4.44	4.47	2.75
0.52	Ideal	D	SI1	60.9	57.0	5.17	5.21	3.16
0.51	Ideal	D	VS2	62.7	55.0	5.12	5.09	3.2
0.32	Ideal	D	VS2	62.1	54.0	4.4	4.46	2.75
1.06	Ideal	D	VS1	62.0	57.0	6.49	6.54	4.04
1.07	Good	H	VS2	63.8	57.0	6.54	6.47	4.15
0.54	Ideal	G	VS2	61.7	56.0	5.21	5.24	3.23
0.36	Ideal	E	SI1	61.9	56.0	4.53	4.58	2.82
0.33	Ideal	H	VS1	62.0	55.0	4.46	4.44	2.76
1.65	Ideal	I	VS2	61.5	57.0	7.59	7.65	4.69
0.34	Premium	D	SI1	62.0	56.0	4.47	4.43	2.76
1.5	Good	D	SI2	60.2	65.0	7.37	7.34	4.43
0.72	Premium	E	VVS1	62.9	59.0	5.75	5.67	3.59
1.01	Good	E	SI1	63.6	57.0	6.27	6.3	4.0
0.78	Ideal	I	VS2	59.8	58.0	5.98	6.02	3.59
0.36	Premium	I	VS1	62.0	59.0	4.53	4.6	2.83
0.31	Ideal	E	VS2	61.6	57.0	4.35	4.38	2.69
0.3	Ideal	H	VS1	61.6	57.0	4.3	4.33	2.66
0.3	Ideal	H	VVS2	62.2	57.0	4.26	4.29	2.66
0.3	Premium	E	VVS2	61.8	58.0	4.29	4.26	2.64
0.33	Ideal	F	VVS1	61.8	53.0	4.48	4.51	2.78
0.51	Good	G	VVS2	63.7	54.0	5.08	5.1	3.24
0.25	Very Good	E	VVS2	59.8	59.0	4.07	4.09	2.44
1.02	Very Good	H	SI1	63.0	58.0	6.34	6.4	4.01
1.56	Premium	G	VS2	61.9	58.0	7.4	7.44	4.59
1.56	Good	H	SI2	59.2	59.0	7.46	7.54	4.44
1.02	Ideal	D	SI1	62.3	57.0	6.41	6.44	4.0
0.38	Very Good	D	VS2	60.9	58.0	4.63	4.67	2.83
0.9	Fair	G	SI2	64.5	56.0	6.06	6.0	3.89
1.51	Premium	E	VS2	62.6	60.0	7.28	7.22	4.54
0.9	Very Good	I	SI1	62.6	58.0	6.08	6.15	3.83
0.91	Very Good	G	SI1	62.8	58.0	6.15	6.18	3.87
0.5	Ideal	D	VVS2	61.4	55.0	5.13	5.16	3.16
0.38	Ideal	H	VS2	62.2	54.0	4.64	4.68	2.9
0.71	Good	F	SI1	63.9	57.0	5.57	5.61	3.57
0.96	Very Good	H	VS2	61.2	57.0	6.34	6.38	3.89
0.33	Ideal	G	IF	62.2	56.0	4.43	4.45	2.76
1.0	Premium	E	VS2	62.7	59.0	6.38	6.31	3.98
0.7	Very Good	I	VS1	62.4	59.0	5.55	5.64	3.49
1.56	Ideal	H	VS2	61.5	56.0	7.46	7.5	4.6
0.56	Ideal	F	VVS1	62.1	56.0	5.29	5.3	3.29
0.79	Ideal	E	VS2	62.2	55.0	5.97	5.9	3.69
1.31	Ideal	H	VS1	62.4	56.0	7.0	6.98	4.36
0.26	Very Good	E	VVS1	61.4	58.0	4.12	4.15	2.54
0.53	Ideal	E	VS1	61.4	56.0	5.21	5.25	3.21
0.33	Ideal	F	VS2	62.1	54.0	4.46	4.43	2.76
1.0	Premium	E	SI1	60.7	59.0	6.41	6.38	3.88
0.51	Ideal	E	SI1	61.5	55.0	5.18	5.16	3.18
0.32	Very Good	G	VVS2	62.6	54.0	4.37	4.39	2.74
0.56	Premium	E	VS2	61.9	55.0	5.31	5.25	3.27
0.33	Ideal	G	IF	60.9	57.0	4.45	4.48	2.72
0.31	Ideal	H	VS1	61.6	56.0	4.36	4.34	2.68
0.41	Premium	G	VVS1	61.0	61.0	4.75	4.72	2.89
0.46	Very Good	G	VS1	60.0	56.0	5.05	5.1	3.04
1.0	Premium	F	VS2	61.9	59.0	6.38	6.34	3.94
1.61	Ideal	G	VS2	62.2	56.0	7.52	7.47	4.66
0.31	Premium	H	VS1	62.6	60.0	4.32	4.3	2.7
0.7	Premium	F	VVS2	62.5	59.0	5.68	5.61	3.53
0.37	Premium	F	VS2	60.5	59.0	4.67	4.62	2.81
2.01	Premium	J	SI1	63.0	57.0	8.07	8.0	5.06
0.33	Ideal	E	VS2	61.0	57.0	4.43	4.46	2.71
0.9	Fair	D	SI2	64.9	57.0	6.03	5.98	3.9
0.32	Very Good	D	SI1	62.8	56.0	4.34	4.35	2.73
1.53	Premium	F	VS2	58.5	60.0	7.62	7.56	4.44
1.58	Premium	F	SI2	62.3	60.0	7.42	7.38	4.61
0.3	Ideal	D	VVS1	62.1	56.0	4.32	4.31	2.68
