carat,cut,color,clarity,depth,table,price,x,y,z,color_classification,z_depth,table_width
0.31,5,4,7,62.6,53.0,789,4.37,4.38,2.74,Near Colorless,17152.4,23161.0
1.42,3,2,3,61.1,62.0,9278,7.17,7.2,4.39,Colorless,26822.899999999998,44454.0
1.01,3,5,4,62.1,57.0,5028,6.39,6.45,3.99,Near Colorless,24777.9,36422.99999999999
1.51,5,4,5,61.6,56.0,14542,7.34,7.37,4.53,Near Colorless,27904.8,41104.0
0.27,3,2,5,60.6,59.0,413,4.19,4.22,2.55,Colorless,15453.0,24721.000000000004
0.54,5,5,3,62.2,56.0,1240,5.26,5.19,3.25,Near Colorless,20215.0,29456.0
0.72,5,7,4,60.8,59.0,1904,5.76,5.81,3.52,Near Colorless,21401.6,33984.0
1.03,5,4,4,61.3,57.0,6981,6.51,6.54,4.0,Near Colorless,24520.0,37107.0
0.33,4,4,5,61.9,59.0,666,4.43,4.45,2.75,Near Colorless,17022.5,26137.0
1.0,3,3,3,63.1,56.0,4474,6.36,6.34,4.01,Colorless,25303.100000000002,35616.0
2.0,5,4,2,62.2,57.0,11988,8.13,8.0,5.02,Near Colorless,31224.399999999998,46341.0
0.31,4,2,6,61.9,58.0,1046,4.38,4.35,2.7,Colorless,16713.0,25404.0
1.0,4,2,2,62.8,59.0,4200,6.34,6.3,3.97,Colorless,24931.6,37406.0
1.01,5,3,4,61.6,56.0,7229,6.48,6.45,3.98,Colorless,24516.8,36288.0
0.72,3,5,4,61.4,57.0,2462,5.75,5.79,3.54,Near Colorless,21735.6,32775.0
0.31,5,4,5,61.0,55.0,802,4.43,4.39,2.69,Near Colorless,16409.0,24364.999999999996
0.58,5,4,2,62.0,57.0,1134,5.35,5.29,3.3,Near Colorless,20460.0,30495.0
1.01,3,5,4,63.3,58.0,4692,6.33,6.27,3.99,Near Colorless,25256.7,36714.0
1.51,3,3,5,61.7,59.0,15440,7.29,7.33,4.51,Colorless,27826.7,43011.0
1.56,4,6,3,61.7,59.0,7155,7.44,7.38,4.57,Near Colorless,28196.900000000005,43896.0
0.9,2,6,7,62.4,61.0,3972,6.05,6.09,3.79,Near Colorless,23649.600000000002,36905.0
0.32,5,2,6,62.0,55.0,842,4.38,4.4,2.72,Colorless,16864.0,24090.0
1.01,3,1,3,61.8,58.0,5812,6.33,6.38,3.93,Colorless,24287.399999999998,36714.0
0.31,5,2,7,61.7,56.0,924,4.33,4.36,2.68,Colorless,16535.600000000002,24248.0
0.71,3,5,3,60.7,60.0,2266,5.73,5.76,3.49,Near Colorless,21184.300000000003,34380.0
0.9,5,5,2,61.8,56.0,4101,6.17,6.2,3.82,Near Colorless,23607.6,34552.0
1.56,3,7,2,61.4,58.0,6662,7.4,7.45,4.56,Near Colorless,27998.399999999998,42920.00000000001
0.32,5,1,2,61.8,55.0,477,4.38,4.42,2.72,Colorless,16809.6,24090.0
0.42,3,4,3,61.7,55.0,916,4.78,4.81,2.96,Near Colorless,18263.2,26290.000000000004
0.43,5,2,4,62.0,57.0,1048,4.85,4.82,3.0,Colorless,18600.0,27645.0
1.37,3,6,2,63.0,57.0,5584,6.98,7.05,4.42,Near Colorless,27845.999999999996,39786.0
0.77,3,5,5,61.3,60.0,2765,5.88,5.9,3.61,Near Colorless,22129.3,35280.0
0.4,5,4,7,61.2,56.0,1200,4.79,4.75,2.92,Near Colorless,17870.4,26824.0
1.15,3,3,2,63.1,63.0,4915,6.67,6.57,4.18,Colorless,26375.8,42021.0
0.34,5,5,4,60.5,56.0,689,4.58,4.54,2.76,Near Colorless,16698.0,25648.0
0.4,4,3,5,60.3,60.0,1050,4.81,4.77,2.89,Colorless,17426.7,28859.999999999996
2.12,4,5,3,61.1,60.0,18656,8.18,8.26,5.02,Near Colorless,30672.199999999997,49079.99999999999
1.1,4,1,3,58.8,61.0,5606,6.73,6.67,3.94,Colorless,23167.2,41053.0
1.06,4,1,4,59.3,55.0,7479,6.7,6.65,3.96,Colorless,23482.799999999996,36850.0
2.01,5,6,5,61.4,59.0,17227,8.06,8.13,4.97,Near Colorless,30515.799999999996,47554.0
1.0,2,3,2,61.8,58.0,4053,6.43,6.48,3.99,Colorless,24658.2,37294.0
0.73,5,5,5,61.9,55.0,2919,5.79,5.76,3.58,Near Colorless,22160.2,31845.0
1.0,1,4,1,64.9,56.0,2398,6.2,6.14,4.01,Near Colorless,26024.9,34720.0
0.47,4,4,4,61.8,60.0,1102,4.98,4.95,3.07,Near Colorless,18972.6,29880.0
0.32,5,3,5,61.6,57.0,716,4.39,4.42,2.71,Colorless,16693.600000000002,25023.0
1.7,3,5,2,63.8,55.0,9745,7.47,7.55,4.79,Near Colorless,30560.199999999997,41085.0
0.33,5,1,5,60.9,57.0,957,4.5,4.47,2.73,Colorless,16625.7,25650.0
0.31,2,4,5,63.3,56.0,625,4.29,4.33,2.73,Near Colorless,17280.9,24024.0
1.5,2,5,2,63.6,60.0,6770,7.3,7.23,4.63,Near Colorless,29446.800000000003,43800.0
0.32,4,2,3,60.4,61.0,672,4.42,4.39,2.66,Colorless,16066.400000000001,26962.0
0.32,3,5,3,61.9,58.0,449,4.34,4.38,2.7,Near Colorless,16713.0,25172.0
0.52,5,4,7,61.6,55.0,2063,5.14,5.18,3.18,Near Colorless,19588.8,28270.0
0.41,5,1,4,61.6,55.0,1007,4.74,4.77,2.93,Colorless,18048.800000000003,26070.0
1.02,4,4,5,60.8,58.0,6505,6.52,6.47,3.95,Near Colorless,24016.0,37816.0
1.0,1,2,2,65.2,59.0,4516,6.28,6.27,4.09,Colorless,26666.8,37052.00000000001
1.16,5,4,7,60.5,57.0,9075,6.78,6.83,4.12,Near Colorless,24926.000000000004,38646.0
1.01,4,3,2,62.6,54.0,4468,6.38,6.34,3.98,Colorless,24914.8,34452.0
0.34,5,4,4,62.0,55.0,765,4.48,4.46,2.77,Near Colorless,17174.0,24640.000000000004
1.34,4,2,4,58.2,60.0,8480,7.26,7.21,4.21,Colorless,24502.2,43560.0
0.42,5,1,4,62.4,55.0,1031,4.8,4.82,3.0,Colorless,18720.0,26400.0
1.04,5,1,3,61.7,57.0,5952,6.55,6.51,4.03,Colorless,24865.100000000002,37335.0
0.4,3,3,5,63.1,56.0,895,4.68,4.7,2.96,Colorless,18677.600000000002,26208.0
1.08,3,2,2,62.9,59.0,5018,6.44,6.53,4.08,Colorless,25663.2,37996.0
0.41,3,4,3,60.3,60.0,719,4.76,4.8,2.88,Near Colorless,17366.399999999998,28559.999999999996
0.26,3,1,6,60.4,59.0,597,4.15,4.19,2.52,Colorless,15220.8,24485.000000000004
0.27,3,4,6,61.9,57.0,442,4.12,4.15,2.56,Near Colorless,15846.4,23484.0
0.55,5,1,3,60.9,57.0,1840,5.29,5.32,3.23,Colorless,19670.7,30153.000000000004
1.51,3,4,3,63.4,58.0,9664,7.19,7.3,4.59,Near Colorless,29100.6,41702.00000000001
0.52,5,2,4,61.5,56.0,1694,5.2,5.18,3.19,Colorless,19618.5,29120.0
0.32,5,4,5,61.7,55.0,828,4.43,4.39,2.72,Near Colorless,16782.4,24364.999999999996
0.33,4,5,6,62.4,60.0,854,4.42,4.39,2.75,Near Colorless,17160.0,26520.0
1.01,5,3,3,62.3,55.0,4276,6.38,6.31,3.95,Colorless,24608.5,35090.0
0.5,3,1,3,60.6,59.0,1376,5.08,5.12,3.09,Colorless,18725.399999999998,29972.000000000004
0.55,3,4,5,62.0,57.0,1786,5.25,5.3,3.27,Near Colorless,20274.0,29925.0
1.09,5,5,3,62.5,56.0,5219,6.58,6.53,4.1,Near Colorless,25625.0,36848.0
0.63,3,4,6,62.3,55.0,2481,5.5,5.54,3.44,Near Colorless,21431.199999999997,30250.0
1.22,3,3,3,63.1,58.0,6530,6.8,6.74,4.27,Colorless,26943.699999999997,39440.0
1.5,3,7,6,63.3,56.0,8391,7.18,7.29,4.58,Near Colorless,28991.399999999998,40208.0
1.14,3,2,2,62.6,56.0,4915,6.63,6.69,4.17,Colorless,26104.199999999997,37128.0
0.72,5,5,3,62.0,57.0,2361,5.73,5.76,3.56,Near Colorless,22072.0,32661.0
0.3,4,3,4,61.4,60.0,605,4.29,4.34,2.65,Colorless,16270.999999999998,25739.999999999996
0.71,3,2,4,63.4,61.0,2450,5.6,5.57,3.54,Colorless,22443.600000000002,34160.0
0.4,4,2,7,61.4,59.0,1397,4.74,4.68,2.89,Colorless,17744.6,27966.000000000004
1.18,4,4,6,61.6,58.0,9137,6.77,6.8,4.18,Near Colorless,25748.8,39266.0
0.44,4,2,5,60.7,58.0,1238,4.91,4.88,2.97,Colorless,18027.9,28478.000000000004
1.0,4,3,7,61.0,60.0,9901,6.43,6.39,3.91,Colorless,23851.000000000004,38579.99999999999
0.42,4,5,7,62.0,58.0,1142,4.82,4.79,2.98,Near Colorless,18476.0,27956.0
0.41,5,2,5,62.0,55.0,1079,4.74,4.77,2.95,Colorless,18290.0,26070.0
0.34,4,4,3,60.8,59.0,650,4.56,4.46,2.74,Near Colorless,16659.2,26903.999999999996
0.7,3,6,3,63.8,59.0,1890,5.56,5.6,3.56,Near Colorless,22712.8,32804.0
0.6,4,4,3,60.8,58.0,1286,5.44,5.39,3.29,Near Colorless,20003.199999999997,31552.000000000004
1.01,5,4,4,61.6,57.0,6159,6.41,6.44,3.96,Near Colorless,24393.600000000002,36537.0
0.23,4,3,6,61.3,59.0,445,3.94,3.99,2.43,Colorless,14895.9,23246.0
0.3,5,4,5,62.5,57.0,776,4.32,4.29,2.69,Near Colorless,16812.5,24624.0
1.0,2,2,3,59.3,61.0,4916,6.42,6.53,3.84,Colorless,22771.199999999997,39162.0
2.06,4,5,2,62.6,58.0,12677,8.06,8.03,5.04,Near Colorless,31550.4,46748.0
0.41,2,1,3,63.1,57.0,717,4.68,4.73,2.97,Colorless,18740.7,26676.0
2.01,3,6,2,61.4,63.0,9781,8.19,7.96,4.96,Near Colorless,30454.399999999998,51596.99999999999
1.14,4,6,4,62.8,60.0,5008,6.68,6.59,4.17,Near Colorless,26187.6,40079.99999999999
1.23,5,3,4,61.7,57.0,9547,6.94,6.9,4.27,Colorless,26345.9,39558.00000000001
0.23,3,3,6,61.2,58.0,530,3.96,3.98,2.43,Colorless,14871.6,22968.0
1.51,5,4,2,62.3,56.0,9391,7.31,7.37,4.57,Near Colorless,28471.100000000002,40935.99999999999
0.7,5,5,2,61.6,54.0,2110,5.71,5.75,3.53,Near Colorless,21744.8,30833.999999999996
1.05,1,3,2,66.0,60.0,3615,6.3,6.22,4.13,Colorless,27258.0,37800.0
0.9,3,6,5,63.5,57.0,3484,6.06,6.03,3.84,Near Colorless,24384.0,34541.99999999999
0.54,5,4,5,60.1,57.0,1957,5.29,5.31,3.18,Near Colorless,19111.800000000003,30153.000000000004
1.0,3,3,2,62.6,58.0,4081,6.31,6.37,3.97,Colorless,24852.2,36597.99999999999
0.73,5,6,5,62.1,54.0,2167,5.77,5.8,3.59,Near Colorless,22293.899999999998,31158.0
2.0,4,6,4,60.7,60.0,16694,8.07,8.02,4.88,Near Colorless,29621.600000000002,48420.00000000001
0.53,2,2,2,63.4,56.0,1141,5.16,5.18,3.28,Colorless,20795.199999999997,28896.000000000004
0.31,5,4,4,62.0,57.0,698,4.37,4.34,2.7,Near Colorless,16740.0,24909.0
1.5,4,5,5,59.3,61.0,10584,7.53,7.47,4.45,Near Colorless,26388.5,45933.00000000001
1.0,4,2,4,62.8,62.0,6272,6.29,6.26,3.94,Colorless,24743.199999999997,38998.0
0.42,5,4,7,60.0,57.0,1235,4.86,4.84,2.91,Near Colorless,17460.000000000004,27702.000000000004
0.9,3,5,4,62.1,60.0,4064,6.11,6.2,3.82,Near Colorless,23722.2,36660.0
0.73,5,1,4,61.4,56.0,3528,5.78,5.81,3.56,Colorless,21858.4,32368.0
1.01,4,2,2,60.6,58.0,4044,6.47,6.53,3.94,Colorless,23876.4,37526.0
1.01,1,4,3,66.9,56.0,4102,6.15,6.22,4.14,Near Colorless,27696.600000000002,34440.0
0.63,4,2,8,60.3,62.0,2879,5.55,5.53,3.34,Colorless,20140.199999999997,34410.0
0.35,5,3,7,60.6,56.0,994,4.58,4.59,2.78,Colorless,16846.8,25648.0
1.58,3,2,3,62.9,59.0,12844,7.38,7.43,4.66,Colorless,29311.399999999998,43542.0
1.51,4,1,3,62.5,60.0,11760,7.27,7.23,4.54,Colorless,28375.0,43620.0
0.23,3,5,6,62.6,56.0,431,3.92,3.95,2.46,Near Colorless,15399.6,21952.0
0.46,5,6,6,61.4,57.0,1006,4.96,5.0,3.06,Near Colorless,18788.399999999998,28271.999999999996
0.3,4,4,4,61.6,60.0,526,4.28,4.33,2.65,Near Colorless,16324.0,25680.0
0.78,5,5,2,61.9,54.0,2012,5.89,5.85,3.63,Near Colorless,22469.699999999997,31806.0
2.02,1,7,2,64.6,55.0,9853,7.93,7.84,5.09,Near Colorless,32881.399999999994,43615.0
1.19,4,6,2,59.5,59.0,4498,6.95,6.89,4.12,Near Colorless,24514.0,41005.0
1.0,1,1,3,65.9,54.0,4704,6.24,6.2,4.1,Colorless,27019.0,33696.0
1.01,4,3,2,61.6,58.0,4416,6.39,6.4,3.94,Colorless,24270.4,37062.0
1.09,5,5,3,61.9,56.0,4871,6.64,6.61,4.1,Near Colorless,25378.999999999996,37184.0
0.59,5,3,3,62.0,57.0,1561,5.41,5.34,3.33,Colorless,20646.0,30837.0
0.32,5,2,7,62.5,56.0,814,4.38,4.42,2.75,Colorless,17187.5,24528.0
0.26,2,3,5,62.5,56.0,373,4.06,4.1,2.55,Colorless,15937.5,22736.0
0.84,3,1,5,60.6,57.0,4443,6.06,6.15,3.7,Colorless,22422.000000000004,34541.99999999999
0.95,4,3,2,58.4,57.0,2867,6.49,6.41,3.77,Colorless,22016.8,36993.0
0.33,4,2,6,61.3,59.0,741,4.44,4.47,2.73,Colorless,16734.899999999998,26196.000000000004
0.25,5,4,7,62.6,56.0,582,4.01,4.05,2.52,Near Colorless,15775.2,22456.0
0.31,5,2,6,61.0,56.0,1046,4.43,4.39,2.69,Colorless,16409.0,24808.0
0.5,3,4,3,60.0,63.0,1197,5.06,5.1,3.05,Near Colorless,18300.0,31877.999999999996
1.0,4,1,2,61.6,58.0,4626,6.45,6.37,3.95,Colorless,24332.000000000004,37410.0
0.4,5,3,6,61.7,56.0,1163,4.74,4.72,2.92,Colorless,18016.4,26544.0
0.41,5,3,4,60.8,56.0,863,4.8,4.81,2.92,Colorless,17753.6,26880.0
0.61,4,3,6,59.7,58.0,2392,5.56,5.53,3.31,Colorless,19760.7,32247.999999999996
0.81,5,2,3,62.4,57.0,3109,5.92,5.97,3.71,Colorless,23150.399999999998,33744.0
0.32,5,4,4,59.8,57.0,561,4.43,4.46,2.66,Near Colorless,15906.800000000001,25251.0
0.56,5,4,5,60.8,55.0,1837,5.34,5.36,3.25,Near Colorless,19760.0,29370.0
0.5,3,5,5,62.5,58.0,1410,5.04,5.1,3.17,Near Colorless,19812.5,29232.0
0.31,4,4,4,62.2,59.0,544,4.3,4.35,2.69,Near Colorless,16731.800000000003,25370.0
0.38,5,1,2,61.1,56.0,633,4.65,4.71,2.86,Colorless,17474.600000000002,26040.000000000004
0.27,2,2,5,57.5,63.0,377,4.24,4.28,2.45,Colorless,14087.5,26712.0
0.79,5,3,3,62.0,55.0,3081,5.93,5.95,3.68,Colorless,22816.0,32614.999999999996
1.0,3,3,4,62.9,59.0,5929,6.3,6.33,3.97,Colorless,24971.3,37170.0
1.0,4,2,2,62.2,59.0,4390,6.38,6.35,3.96,Colorless,24631.2,37642.0
0.7,5,3,7,61.0,56.0,4951,5.72,5.75,3.5,Colorless,21350.0,32032.0
0.58,5,1,5,61.4,57.0,2067,5.41,5.34,3.3,Colorless,20261.999999999996,30837.0
0.72,4,7,3,60.4,61.0,1579,5.87,5.82,3.53,Near Colorless,21321.199999999997,35807.0
0.54,5,1,6,61.3,56.0,2671,5.22,5.26,3.21,Colorless,19677.3,29232.0
0.73,5,4,7,61.3,56.0,3667,5.79,5.82,3.56,Near Colorless,21822.8,32424.0
0.31,4,6,3,62.3,58.0,537,4.38,4.35,2.72,Near Colorless,16945.600000000002,25404.0
0.43,4,1,3,60.1,58.0,830,4.89,4.93,2.95,Colorless,17729.5,28362.0
0.3,5,5,8,61.8,55.0,1013,4.31,4.3,2.66,Near Colorless,16438.8,23705.0
0.54,5,4,6,61.4,55.0,1985,5.22,5.3,3.23,Near Colorless,19832.2,28709.999999999996
0.41,3,2,6,63.1,58.0,1133,4.75,4.72,2.99,Colorless,18866.9,27550.0
1.13,5,2,6,61.4,57.0,11115,6.69,6.74,4.12,Colorless,25296.8,38133.00000000001
0.39,2,2,6,61.5,61.0,943,4.73,4.74,2.91,Colorless,17896.5,28853.000000000004
0.7,2,5,4,59.7,57.0,2347,5.75,5.8,3.45,Near Colorless,20596.500000000004,32775.0
1.51,3,3,6,63.1,56.0,17317,7.32,7.26,4.6,Colorless,29026.0,40992.0
2.0,4,3,3,62.6,59.0,18493,8.1,8.04,5.05,Colorless,31613.0,47790.0
0.71,5,2,7,62.3,55.0,4231,5.68,5.72,3.55,Colorless,22116.5,31239.999999999996
0.74,5,3,5,61.7,56.0,3170,5.83,5.78,3.58,Colorless,22088.600000000002,32648.0
1.21,1,2,2,65.6,59.0,4926,6.62,6.56,4.32,Colorless,28339.2,39058.0
0.36,4,2,4,62.0,58.0,1013,4.56,4.54,2.82,Colorless,17484.0,26447.999999999996
0.57,5,3,4,60.7,56.0,2096,5.37,5.41,3.27,Colorless,19848.9,30072.000000000004
0.9,5,5,4,62.5,53.0,4369,6.17,6.22,3.87,Near Colorless,24187.5,32701.0
0.53,5,1,4,62.6,56.0,1956,5.18,5.14,3.23,Colorless,20219.8,29008.0
0.65,3,6,6,61.3,59.3,1828,5.52,5.59,3.4,Near Colorless,20842.0,32733.599999999995
1.55,3,4,2,61.9,60.0,8873,7.31,7.36,4.54,Near Colorless,28102.600000000002,43860.0
0.41,4,5,6,59.8,60.0,999,4.86,4.79,2.88,Near Colorless,17222.399999999998,29160.000000000004
0.72,5,2,3,60.3,55.0,3012,5.85,5.89,3.54,Colorless,21346.199999999997,32175.0
0.51,4,4,3,60.3,61.0,1312,5.19,5.12,3.11,Near Colorless,18753.3,31659.000000000004
0.91,1,5,3,65.8,58.0,2854,6.04,6.01,3.96,Near Colorless,26056.8,35032.0
0.92,3,5,5,59.7,63.0,4721,6.34,6.29,3.77,Near Colorless,22506.9,39942.0
1.01,3,3,2,61.0,60.0,4121,6.44,6.48,3.94,Colorless,24034.0,38640.0
2.01,2,6,4,63.6,57.0,16003,7.87,7.95,5.03,Near Colorless,31990.800000000003,44859.0
1.65,4,4,1,62.0,59.0,6788,7.53,7.57,4.68,Near Colorless,29015.999999999996,44427.00000000001
0.31,5,4,7,60.8,56.0,1046,4.39,4.36,2.66,Near Colorless,16172.800000000001,24583.999999999996
0.31,5,3,7,61.4,56.0,840,4.37,4.4,2.69,Colorless,16516.6,24472.0
0.3,5,1,7,61.1,57.0,1069,4.36,4.34,2.66,Colorless,16252.6,24852.0
1.02,3,5,2,63.4,63.0,3713,6.36,6.32,4.02,Near Colorless,25486.799999999996,40068.0
1.21,5,4,5,62.5,57.0,6025,6.77,6.7,4.21,Near Colorless,26312.5,38589.0
0.34,5,2,3,61.4,54.0,765,4.53,4.5,2.77,Colorless,17007.8,24462.0
1.0,3,4,6,63.0,56.0,7177,6.37,6.4,4.02,Near Colorless,25325.999999999996,35672.0
0.31,4,2,5,61.9,56.0,816,4.37,4.32,2.69,Colorless,16651.1,24472.0
0.9,3,1,3,62.8,59.0,4693,6.14,6.18,3.87,Colorless,24303.6,36226.0
0.5,2,4,2,63.8,57.0,1009,4.98,5.02,3.19,Near Colorless,20352.2,28386.0
0.71,4,4,3,61.2,61.0,2386,5.71,5.66,3.48,Near Colorless,21297.6,34831.0
1.06,4,5,3,61.0,58.0,5075,6.61,6.57,4.02,Near Colorless,24521.999999999996,38338.0
0.71,5,2,4,59.5,57.0,3035,5.83,5.86,3.48,Colorless,20706.0,33231.0
0.57,2,3,2,61.9,57.7,1280,5.32,5.34,3.3,Colorless,20427.0,30696.400000000005
1.9,5,6,2,60.9,55.0,12165,8.0,8.06,4.89,Near Colorless,29780.1,44000.0
1.51,4,4,4,60.4,58.0,11480,7.38,7.43,4.47,Near Colorless,26998.8,42804.0
0.36,5,1,4,61.5,57.0,1094,4.58,4.56,2.81,Colorless,17281.5,26106.0
1.01,5,2,3,59.8,60.0,5751,6.56,6.48,3.9,Colorless,23321.999999999996,39360.0
2.32,5,6,2,62.0,57.0,17516,8.45,8.49,5.25,Near Colorless,32550.0,48165.0
1.01,3,3,2,60.0,55.0,4425,6.56,6.53,3.93,Colorless,23580.0,36079.99999999999
0.59,5,3,2,60.1,57.0,1371,5.45,5.49,3.29,Colorless,19772.9,31065.000000000004
0.36,5,1,3,62.7,57.0,663,4.54,4.59,2.86,Colorless,17932.2,25878.000000000004
1.0,2,3,2,56.7,60.0,3858,6.62,6.58,3.74,Colorless,21205.800000000003,39720.0
1.2,4,2,5,60.7,57.0,10053,6.89,6.81,4.16,Colorless,25251.200000000004,39272.99999999999
0.9,3,5,4,60.0,56.0,4255,6.3,6.34,3.79,Near Colorless,22740.0,35280.0
1.54,4,6,2,60.1,61.0,7727,7.46,7.41,4.47,Near Colorless,26864.7,45506.0
0.31,5,4,3,61.8,55.0,493,4.38,4.42,2.72,Near Colorless,16809.6,24090.0
1.09,4,4,3,62.5,59.0,4322,6.56,6.53,4.09,Near Colorless,25562.5,38704.0
0.41,4,4,7,59.7,60.0,1148,4.85,4.83,2.89,Near Colorless,17253.300000000003,29100.0
0.55,5,1,4,61.0,56.0,1768,5.31,5.28,3.23,Colorless,19703.0,29735.999999999996
1.53,4,6,4,62.0,58.0,10013,7.36,7.41,4.58,Near Colorless,28395.999999999996,42688.0
0.92,4,6,4,60.9,58.0,3895,6.28,6.27,3.82,Near Colorless,23263.8,36424.0
1.03,4,6,3,61.6,59.0,4362,6.46,6.49,3.99,Near Colorless,24578.4,38114.0
0.7,2,3,4,64.3,59.0,2373,5.6,5.56,3.59,Colorless,23083.699999999997,33040.0
0.29,5,3,5,61.6,56.0,555,4.26,4.31,2.64,Colorless,16262.400000000001,23856.0
1.5,3,6,3,60.3,60.0,8127,7.46,7.43,4.49,Near Colorless,27074.7,44760.0
0.58,5,2,2,62.8,56.0,1346,5.3,5.37,3.35,Colorless,21038.0,29680.0
1.02,5,1,3,61.7,56.0,7564,6.4,6.49,3.97,Colorless,24494.9,35840.0
0.54,5,2,5,62.0,56.0,1939,5.17,5.25,3.23,Colorless,20026.0,28952.0
1.3,3,6,4,62.7,57.0,6290,6.88,6.9,4.32,Near Colorless,27086.4,39216.0
0.46,3,2,5,58.7,60.0,1452,5.08,5.15,3.0,Colorless,17610.000000000004,30480.0
1.0,5,1,5,62.4,55.0,7966,6.4,6.43,4.0,Colorless,24960.0,35200.0
1.04,2,4,4,61.4,65.0,5535,6.53,6.47,3.99,Near Colorless,24498.600000000002,42445.0
1.19,5,6,5,61.6,56.0,7328,6.81,6.83,4.2,Near Colorless,25872.000000000004,38135.99999999999
0.5,3,5,6,62.9,56.0,1569,5.03,5.08,3.18,Near Colorless,20002.2,28168.0
1.19,5,6,8,61.7,56.0,7207,6.78,6.81,4.19,Near Colorless,25852.300000000003,37968.0
1.22,4,2,3,62.3,59.0,7395,6.8,6.74,4.22,Colorless,26290.599999999995,40120.0
0.8,5,1,3,62.2,57.0,3011,5.89,5.85,3.65,Colorless,22703.0,33572.99999999999
0.75,5,4,4,60.6,55.0,2991,5.91,5.93,3.59,Near Colorless,21755.4,32505.0
0.9,2,3,4,65.0,58.0,4268,6.03,6.06,3.93,Colorless,25545.0,34974.0
1.2,3,3,5,61.6,61.0,9203,6.81,6.86,4.21,Colorless,25933.600000000002,41541.0
0.31,5,4,2,61.6,55.6,429,4.34,4.37,2.69,Near Colorless,16570.4,24130.4
1.55,3,5,3,63.2,57.0,7066,7.35,7.31,4.64,Near Colorless,29324.8,41895.0
1.5,3,7,5,62.2,58.0,8014,7.19,7.27,4.5,Near Colorless,27990.000000000004,41702.00000000001
1.0,2,1,4,63.1,56.0,7114,6.36,6.4,4.02,Colorless,25366.199999999997,35616.0
0.3,5,3,8,62.2,53.0,886,4.34,4.38,2.71,Colorless,16856.2,23002.0
0.38,5,4,7,61.7,55.0,993,4.67,4.7,2.89,Near Colorless,17831.300000000003,25685.000000000004
1.7,5,6,5,63.0,55.0,12030,7.75,7.54,4.76,Near Colorless,29988.0,42625.0
1.04,3,4,4,63.4,55.0,6232,6.48,6.42,4.09,Near Colorless,25930.6,35640.0
0.7,5,3,3,61.0,56.0,2700,5.75,5.72,3.5,Colorless,21350.0,32200.0
0.53,5,4,5,61.7,55.0,1727,5.22,5.18,3.21,Near Colorless,19805.7,28709.999999999996
1.09,2,1,8,58.7,61.0,16406,6.75,6.85,3.99,Colorless,23421.300000000003,41175.0
0.26,5,6,5,61.6,54.0,578,4.08,4.12,2.53,Near Colorless,15584.8,22032.0
0.7,5,3,5,62.4,56.0,3199,5.67,5.65,3.53,Colorless,22027.2,31752.0
0.77,5,4,4,62.1,56.0,3544,5.84,5.88,3.64,Near Colorless,22604.4,32703.999999999996
1.01,3,1,4,63.1,58.0,7448,6.34,6.38,4.01,Colorless,25303.100000000002,36772.0
2.22,1,7,1,66.7,56.0,5607,8.04,8.02,5.36,Near Colorless,35751.200000000004,45023.99999999999
0.7,3,1,3,62.4,57.0,3075,5.64,5.67,3.53,Colorless,22027.2,32147.999999999996
1.01,5,4,2,61.4,57.0,4803,6.44,6.48,3.97,Near Colorless,24375.8,36708.00000000001
0.92,1,3,2,65.1,58.0,3282,6.12,6.07,3.97,Colorless,25844.7,35496.0
1.39,4,4,3,61.3,59.0,7991,7.24,7.15,4.41,Near Colorless,27033.299999999996,42716.0
0.57,3,3,3,58.6,57.0,1364,5.37,5.59,3.21,Colorless,18810.6,30609.000000000004
1.01,4,3,4,62.4,58.0,6097,6.43,6.36,3.99,Colorless,24897.6,37294.0
1.11,3,1,2,59.9,57.0,5042,6.72,6.74,4.03,Colorless,24139.7,38304.0
0.5,4,1,4,61.9,58.0,1752,5.04,5.1,3.14,Colorless,19436.600000000002,29232.0
0.71,5,2,6,62.0,57.0,4124,5.7,5.72,3.54,Colorless,21948.0,32490.000000000004
1.03,5,4,4,61.1,57.0,7726,6.51,6.54,3.99,Near Colorless,24378.9,37107.0
0.37,5,3,7,59.2,57.0,1406,4.75,4.71,2.8,Colorless,16576.0,27075.0
0.78,5,1,4,62.3,54.0,4183,5.87,5.91,3.67,Colorless,22864.1,31698.0
0.67,2,4,3,62.9,59.0,1811,5.58,5.62,3.52,Near Colorless,22140.8,32922.0
0.9,5,7,3,62.6,54.0,3102,6.16,6.23,3.88,Near Colorless,24288.8,33264.0
0.31,5,2,4,60.8,54.0,872,4.4,4.39,2.67,Colorless,16233.599999999999,23760.000000000004
0.93,4,2,1,62.3,60.0,2647,6.23,6.2,3.87,Colorless,24110.1,37380.0
1.44,2,4,5,63.6,58.0,9677,7.01,6.96,4.44,Near Colorless,28238.4,40658.0
1.01,4,3,3,60.3,58.0,4829,6.53,6.61,3.96,Colorless,23878.8,37874.0
0.51,5,2,3,60.9,54.0,1355,5.17,5.21,3.16,Colorless,19244.4,27918.0
0.38,4,2,4,59.2,60.0,1112,4.77,4.73,2.81,Colorless,16635.2,28620.0
0.33,2,4,3,63.2,57.0,492,4.39,4.44,2.79,Near Colorless,17632.8,25023.0
0.51,5,2,3,61.4,56.0,1377,5.15,5.17,3.17,Colorless,19463.8,28840.000000000004
0.63,5,2,7,62.4,56.0,3161,5.48,5.52,3.43,Colorless,21403.2,30688.0
